0mM,0mM,0mM,0mM,0mM,0mM,50mM,50mM,50mM,50mM,50mM,50mM,100mM,100mM,100mM,100mM,100mM,100mM,150mM,150mM,150mM,150mM,150mM,150mM,200mM,200mM,200mM,200mM,200mM,200mM,250mM,250mM,250mM,250mM,250mM,250mM,300mM,300mM,300mM,300mM,300mM,300mM,350mM,350mM,350mM,350mM,350mM,350mM,400mM,400mM,400mM,400mM,400mM,400mM
36.64,26.87,47.64,27.48,12.82,11.601,7.94,3.05,17.1,17.1,13.44,17.1,25.04,20.76,4.271,20.77,9.771,12.22,3.05,17.1,17.1,13.44,17.1,28.7,8.55,10.38,5.5,9.16,18.93,15.27,9.16,-0.61,6.71,16.49,-1.22,-1.84,7.32,12.22,5.5,4.89,30.53,26.26,21.98,27.48,14.65,3.66,15.26,15.88,18.32,6.1,15.27,17.71,14.65,38.47
36.64,26.26,47.02,27.48,12.82,11.601,7.33,3.05,17.1,17.1,12.83,17.1,26.26,21.37,4.271,20.77,10.382,12.22,3.05,17.1,17.1,12.83,17.1,28.7,8.55,9.77,5.5,8.55,18.93,14.66,9.16,-0.61,6.71,15.88,-2.44,-2.45,7.32,12.22,5.5,4.89,30.53,26.26,21.37,27.48,14.04,3.66,15.26,15.88,18.32,6.1,15.27,17.71,14.04,39.08
36.64,25.65,47.64,26.87,12.82,10.991,6.72,3.05,17.1,17.1,13.44,17.1,25.65,21.37,4.271,20.77,9.771,12.22,3.05,17.1,17.1,13.44,17.1,28.09,9.16,9.77,5.5,8.55,18.93,15.27,9.16,-0.61,7.32,16.49,-1.83,-1.84,7.32,12.22,6.11,4.28,30.53,25.65,21.98,27.48,14.04,3.66,14.65,16.49,18.32,6.71,14.66,17.1,13.43,38.47
36.03,26.26,47.02,26.26,12.82,11.601,7.94,2.44,17.1,17.1,13.44,17.1,26.26,21.37,4.271,20.16,9.771,12.22,2.44,17.1,17.1,13.44,17.1,28.09,9.16,9.77,5.5,9.16,18.93,14.66,9.77,0,7.32,16.49,-1.83,-2.45,6.71,12.22,6.11,5.5,29.92,25.65,21.98,27.48,14.04,3.66,14.65,16.49,18.32,6.1,15.27,17.71,14.04,38.47
35.42,25.04,47.64,26.87,12.82,10.991,7.33,3.05,17.1,17.1,12.83,17.1,26.26,21.37,4.271,20.16,9.771,11.6,3.05,17.1,17.1,12.83,17.1,28.7,9.16,9.77,5.5,8.55,18.32,15.27,9.16,-0.61,6.71,16.49,-2.44,-2.45,6.71,11.61,6.11,4.89,29.92,26.26,21.37,27.48,14.04,3.05,15.26,16.49,18.93,6.1,15.27,17.71,14.04,39.08
34.8,25.04,47.64,26.26,12.82,10.991,7.33,3.05,17.1,17.1,12.83,16.49,26.26,20.76,4.271,20.16,10.382,10.99,3.05,17.1,17.1,12.83,16.49,27.48,9.77,9.77,5.5,8.55,18.93,15.27,9.77,0,7.32,16.49,-1.22,-2.45,6.1,11.61,6.11,5.5,29.92,25.65,21.37,27.48,13.43,3.66,14.65,16.49,18.93,5.49,15.27,17.71,14.04,38.47
34.8,25.04,47.64,26.26,12.82,11.601,7.94,3.05,17.1,16.49,12.83,16.49,26.26,20.76,3.66,20.16,9.771,10.99,3.05,17.1,16.49,12.83,16.49,28.09,9.16,9.77,6.11,8.55,19.54,15.27,9.77,0,7.32,16.49,-1.22,-2.45,6.71,11,5.5,5.5,29.92,25.65,21.37,26.87,13.43,3.66,14.65,15.88,18.93,5.49,15.27,17.1,13.43,37.86
34.8,23.82,48.25,26.26,12.82,11.601,7.33,3.05,17.1,17.1,12.83,16.49,26.87,21.37,4.271,19.55,9.771,10.99,3.05,17.1,17.1,12.83,16.49,27.48,9.77,9.77,5.5,8.55,19.54,15.27,9.77,0.61,7.32,17.1,-1.83,-1.84,6.71,11.61,5.5,5.5,29.92,25.65,21.37,26.87,13.43,3.66,15.26,16.49,18.93,6.1,15.27,17.71,13.43,38.47
34.19,24.43,47.64,25.65,13.43,11.601,7.94,2.44,17.1,17.1,12.83,15.87,26.26,21.37,3.66,19.55,9.771,10.99,2.44,17.1,17.1,12.83,15.87,27.48,8.55,10.38,5.5,9.16,19.54,15.27,10.38,0,7.32,16.49,-1.22,-1.84,6.1,11,6.11,5.5,29.92,25.65,21.37,26.87,12.21,3.05,14.65,16.49,18.32,5.49,15.27,17.1,14.04,38.47
34.8,24.43,48.25,25.04,12.82,11.601,6.72,2.44,17.1,17.1,12.22,16.49,26.87,21.37,3.66,20.16,9.771,10.99,2.44,17.1,17.1,12.22,16.49,28.09,9.16,10.38,5.5,9.16,18.93,15.27,9.77,-0.61,6.71,15.88,-1.83,-2.45,6.1,11,6.72,4.89,29.92,26.26,20.76,26.87,12.21,3.05,14.65,15.88,18.93,5.49,15.27,17.1,13.43,37.25
34.8,23.82,47.02,25.65,13.43,10.991,7.33,2.44,17.1,17.71,12.83,16.49,26.87,21.37,3.66,19.55,9.771,10.38,2.44,17.1,17.71,12.83,16.49,27.48,9.16,10.38,6.11,9.16,18.93,14.66,10.38,0,7.32,15.88,-1.22,-1.84,5.49,11,6.11,5.5,29.92,26.26,21.37,27.48,12.21,3.66,14.65,16.49,18.93,6.1,15.27,17.71,13.43,37.86
34.19,23.82,45.19,25.65,13.43,11.601,7.33,3.05,16.49,16.49,12.83,15.87,26.87,20.76,3.66,19.55,9.771,10.38,3.05,16.49,16.49,12.83,15.87,27.48,9.16,10.38,6.11,9.16,19.54,15.27,10.38,0,6.71,15.88,-1.83,-2.45,5.49,11.61,6.11,5.5,29.31,25.65,20.76,26.87,12.21,3.05,14.65,15.88,18.93,6.1,15.27,17.71,12.82,37.86
33.58,23.21,45.19,25.04,13.43,10.991,7.33,3.05,17.1,17.1,12.83,16.49,27.48,21.37,3.66,19.55,9.771,10.38,3.05,17.1,17.1,12.83,16.49,27.48,9.16,10.38,5.5,9.16,18.93,15.27,10.38,0,7.32,16.49,-1.83,-3.06,4.88,11,6.11,5.5,29.31,25.65,20.76,26.87,12.21,3.05,15.26,16.49,19.54,6.1,15.27,17.71,13.43,37.86
33.58,23.21,45.19,25.04,13.43,11.601,7.33,3.05,16.49,16.49,12.22,15.87,26.87,21.37,4.271,19.55,9.161,9.77,3.05,16.49,16.49,12.22,15.87,27.48,9.77,10.38,6.11,9.16,19.54,15.27,10.38,0,7.32,16.49,-1.83,-3.06,5.49,11,6.11,5.5,29.31,26.26,20.15,26.87,11.6,3.66,15.26,16.49,19.54,5.49,15.88,17.1,13.43,37.25
34.19,23.21,45.8,24.43,14.04,11.601,7.33,3.05,16.49,17.71,12.22,15.87,27.48,21.37,3.66,18.93,9.771,9.77,3.05,16.49,17.71,12.22,15.87,27.48,9.77,10.38,5.5,8.55,18.93,15.27,9.77,-0.61,6.71,15.88,-1.22,-3.06,5.49,10.39,6.11,5.5,29.31,25.65,20.15,26.26,11.6,3.05,15.26,16.49,20.15,5.49,15.27,17.71,13.43,37.25
33.58,22.6,45.19,24.43,13.43,10.991,6.11,2.44,16.49,16.49,12.22,15.87,27.48,21.37,3.049,19.55,9.161,9.77,2.44,16.49,16.49,12.22,15.87,26.87,9.77,9.77,6.11,8.55,18.93,15.27,10.38,0,7.32,16.49,-1.22,-2.45,4.88,10.39,6.11,6.11,29.31,25.65,20.76,26.26,11.6,3.05,14.65,15.88,19.54,5.49,15.27,17.1,12.82,37.25
33.58,22.6,45.19,23.82,14.04,11.601,7.33,2.44,16.49,17.1,12.83,15.26,27.48,21.37,3.66,19.55,9.161,9.16,2.44,16.49,17.1,12.83,15.26,27.48,9.77,9.77,6.11,9.16,18.93,15.27,9.77,0.61,6.71,16.49,-1.22,-2.45,5.49,10.39,6.72,5.5,28.09,26.26,19.54,26.26,10.99,3.05,14.65,16.49,20.15,5.49,15.88,17.71,13.43,37.25
33.58,21.99,45.8,24.43,14.04,10.991,6.72,2.44,16.49,17.1,12.22,15.87,27.48,21.37,3.049,19.55,9.161,9.77,2.44,16.49,17.1,12.22,15.87,27.48,9.16,10.38,6.11,8.55,18.93,15.27,9.77,0,6.71,16.49,-1.22,-2.45,4.88,10.39,6.72,6.11,28.7,25.65,20.15,26.26,10.99,3.05,14.65,15.88,19.54,5.49,15.27,17.1,12.82,37.25
32.36,21.99,45.8,23.82,14.04,11.601,6.72,2.44,16.49,16.49,12.83,15.87,27.48,21.37,4.271,18.93,9.161,9.16,2.44,16.49,16.49,12.83,15.87,27.48,9.77,10.38,5.5,8.55,18.93,15.88,10.38,0,6.71,16.49,-0.61,-3.06,5.49,9.78,6.72,6.11,28.7,25.65,20.15,26.26,11.6,2.44,15.26,16.49,20.15,6.1,15.27,17.71,12.82,37.25
32.36,21.99,45.8,23.21,14.04,11.601,6.72,2.44,16.49,16.49,12.22,15.26,28.09,21.37,4.271,19.55,9.771,9.16,2.44,16.49,16.49,12.22,15.26,26.87,9.77,9.77,6.11,9.16,18.93,15.27,10.38,0,7.32,16.49,-0.61,-2.45,4.88,10.39,6.72,6.11,29.31,26.26,19.54,26.26,10.99,3.05,15.26,15.88,20.15,5.49,15.27,17.71,12.82,37.25
32.97,21.38,45.8,23.21,14.04,10.991,7.33,2.44,16.49,17.1,12.83,15.26,28.09,21.37,3.66,18.93,9.161,9.16,2.44,16.49,17.1,12.83,15.26,26.87,9.77,10.38,6.11,9.16,18.93,15.88,10.38,0,7.32,16.49,-1.22,-3.67,4.88,9.78,6.11,6.11,29.31,26.26,20.15,26.26,10.99,3.05,14.65,16.49,20.15,5.49,15.27,16.49,12.82,36.64
32.97,21.99,45.8,23.21,14.65,11.601,7.33,2.44,16.49,16.49,12.22,15.87,27.48,20.76,3.66,18.93,9.771,9.16,2.44,16.49,16.49,12.22,15.87,26.87,9.77,10.38,5.5,8.55,18.93,15.88,10.38,0,7.32,16.49,-0.61,-2.45,4.88,9.16,5.5,6.72,28.09,25.65,20.15,26.87,10.38,2.44,14.65,16.49,20.15,5.49,15.88,17.1,12.82,36.64
32.97,20.76,45.19,23.21,14.65,11.601,7.33,2.44,16.49,17.1,12.22,14.65,28.09,21.99,4.271,18.32,9.161,8.55,2.44,16.49,17.1,12.22,14.65,26.26,9.77,10.38,6.11,8.55,18.93,15.27,10.38,0,6.71,15.88,-1.22,-3.67,4.88,9.78,6.11,6.11,28.7,25.65,20.76,26.26,10.99,2.44,14.65,16.49,20.76,5.49,15.27,17.71,12.21,36.64
32.36,20.76,45.19,23.21,14.04,10.991,6.72,2.44,15.88,16.49,12.83,15.26,28.09,21.99,3.66,18.93,9.161,8.55,2.44,15.88,16.49,12.83,15.26,26.87,9.77,10.38,6.11,8.55,18.93,15.27,9.77,0,6.71,15.88,-0.61,-3.06,4.88,9.78,5.5,6.11,28.7,25.65,20.15,26.26,10.38,3.05,15.26,16.49,20.76,5.49,15.27,17.1,12.21,36.03
32.36,20.15,45.19,22.6,14.65,10.991,6.72,2.44,15.88,17.1,12.22,15.26,28.09,21.99,3.66,18.93,9.161,8.55,2.44,15.88,17.1,12.22,15.26,26.26,10.38,10.99,6.11,9.16,18.93,15.88,10.38,0,6.71,16.49,-0.61,-3.06,4.88,9.78,6.11,6.72,28.7,25.65,19.54,26.26,10.38,2.44,15.26,16.49,20.76,5.49,15.27,17.71,12.21,36.64
32.36,20.76,45.19,22.6,15.26,11.601,7.33,2.44,15.88,17.1,11.6,15.26,28.09,21.37,3.66,18.32,9.161,8.55,2.44,15.88,17.1,11.6,15.26,26.87,9.77,9.77,6.72,9.16,18.93,15.27,10.99,0.61,6.71,16.49,-0.61,-2.45,4.88,9.78,5.5,6.11,28.7,25.65,20.15,26.26,10.38,2.44,15.26,16.49,20.76,5.49,15.27,17.71,12.21,36.64
31.75,20.15,46.41,22.6,14.65,10.991,6.72,2.44,15.88,17.1,12.22,15.26,28.09,21.99,3.66,18.93,9.161,8.55,2.44,15.88,17.1,12.22,15.26,26.26,10.99,9.77,6.11,8.55,18.93,15.88,10.38,0,6.71,16.49,-0.61,-2.45,4.88,9.78,5.5,6.72,28.09,25.65,20.15,25.65,10.38,2.44,15.26,17.1,20.76,5.49,15.88,17.71,12.21,36.03
31.75,20.15,46.41,22.6,14.65,11.601,6.72,2.44,15.26,17.1,12.83,14.65,28.09,21.99,3.66,18.32,9.161,8.55,2.44,15.26,17.1,12.83,14.65,26.26,10.38,10.38,6.11,8.55,18.93,15.27,10.99,-0.61,6.71,15.88,0,-3.06,4.88,9.16,6.11,6.11,28.09,26.26,19.54,26.26,10.38,2.44,15.26,16.49,20.76,5.49,15.88,17.1,12.21,36.03
31.14,20.15,45.8,21.99,15.26,10.991,6.11,2.44,15.88,17.1,11.6,14.65,28.71,21.37,3.66,18.93,8.55,8.55,2.44,15.88,17.1,11.6,14.65,26.26,10.38,10.38,6.11,9.16,18.93,15.88,10.99,0,6.71,16.49,0,-2.45,4.88,9.78,5.5,6.72,27.48,26.26,19.54,25.65,9.77,2.44,15.26,16.49,21.38,4.88,15.27,17.1,12.21,36.64
31.75,19.54,46.41,22.6,15.26,11.601,6.11,2.44,15.88,16.49,12.22,14.65,28.71,21.37,3.66,18.32,9.161,8.55,2.44,15.88,16.49,12.22,14.65,25.65,10.99,10.38,6.11,8.55,18.93,15.88,10.99,0,6.71,16.49,-0.61,-3.67,4.27,9.16,4.88,7.33,27.48,26.26,19.54,26.26,9.77,2.44,14.65,16.49,21.38,8.54,15.88,17.71,12.21,36.03
31.14,19.54,47.02,21.99,15.26,11.601,6.72,3.05,15.88,17.1,11.6,15.26,28.71,21.99,3.66,18.32,9.161,8.55,3.05,15.88,17.1,11.6,15.26,26.26,10.38,10.38,6.11,8.55,18.93,15.88,10.99,3.05,6.71,16.49,0,-3.06,4.27,9.78,4.88,7.33,26.87,25.65,20.15,25.65,8.55,2.44,14.65,16.49,21.38,10.99,15.88,17.71,12.82,36.03
31.14,19.54,47.02,22.6,15.87,11.601,6.11,2.44,15.88,17.1,12.22,14.65,28.71,21.99,3.049,18.32,8.55,7.94,2.44,15.88,17.1,12.22,14.65,26.26,10.38,10.38,6.11,8.55,18.93,15.88,10.38,6.71,6.71,16.49,0,-3.06,4.27,9.78,5.5,7.33,26.26,25.03,20.15,25.65,9.16,1.83,15.26,17.1,21.99,10.99,15.27,17.1,12.21,35.42
31.14,19.54,47.02,21.99,15.87,11.601,6.72,2.44,15.88,17.1,12.22,15.26,28.71,21.99,3.66,18.32,9.161,8.55,2.44,15.88,17.1,12.22,15.26,26.26,10.38,10.38,6.11,9.16,18.93,15.88,10.99,7.94,6.71,16.49,0,-3.06,4.27,10.39,5.5,7.33,26.87,25.65,20.76,25.65,9.16,1.83,15.26,17.1,21.99,9.77,15.88,16.49,12.21,35.42
30.53,18.93,47.02,22.6,16.48,10.991,6.72,2.44,15.88,17.1,12.22,15.26,28.71,21.99,3.66,18.32,9.161,8.55,2.44,15.88,17.1,12.22,15.26,25.65,10.99,10.38,6.11,9.16,18.93,15.88,10.99,6.71,6.71,16.49,0.61,-3.06,4.27,9.78,5.5,7.33,26.87,26.26,20.15,25.65,8.55,1.83,14.65,17.1,21.38,9.77,15.88,17.1,12.21,35.42
31.14,18.93,47.02,21.99,17.09,11.601,6.11,3.05,15.88,17.1,12.22,14.65,28.71,21.99,3.66,18.32,9.161,8.55,3.05,15.88,17.1,12.22,14.65,26.26,10.99,10.99,6.11,9.16,18.93,16.49,10.38,7.32,6.71,15.88,0.61,-3.06,4.27,9.16,5.5,7.33,26.87,25.65,20.15,26.26,8.55,1.83,14.65,17.1,21.99,9.16,15.88,17.71,12.21,35.42
30.53,18.32,47.02,21.37,17.09,11.601,6.11,2.44,15.88,17.71,12.22,14.04,28.71,21.99,3.66,18.32,9.161,8.55,2.44,15.88,17.71,12.22,14.04,25.65,10.99,10.38,6.11,8.55,18.32,15.88,10.99,7.32,6.71,15.88,0.61,-3.06,4.27,9.16,5.5,7.94,26.87,25.65,20.15,25.65,8.55,1.83,15.26,17.1,21.99,9.16,15.88,17.71,11.6,35.42
29.92,18.93,47.02,21.37,16.48,11.601,6.11,2.44,15.88,17.1,12.83,14.65,28.71,21.99,3.66,18.32,9.161,8.55,2.44,15.88,17.1,12.83,14.65,26.26,10.99,10.38,6.11,8.55,18.32,15.88,11.6,7.94,6.71,15.88,0.61,-3.06,4.27,9.16,5.5,7.94,26.87,26.26,20.15,25.65,9.16,1.83,15.26,17.1,22.6,8.54,16.49,17.1,12.21,35.42
30.53,18.32,47.64,21.99,17.09,12.211,6.72,2.44,15.26,17.1,12.22,14.04,29.32,22.6,3.66,17.71,9.161,7.94,2.44,15.26,17.1,12.22,14.04,26.26,10.99,10.38,6.11,8.55,19.54,15.88,10.99,7.94,6.71,15.88,0.61,-3.06,4.27,9.16,4.88,7.94,26.87,26.26,20.15,25.65,9.16,1.83,15.26,16.49,21.99,7.93,15.88,17.1,12.21,35.42
29.92,18.32,47.02,21.99,17.09,10.991,6.11,2.44,15.26,17.1,12.22,14.65,29.32,22.6,3.66,17.71,9.161,7.94,2.44,15.26,17.1,12.22,14.65,25.65,10.99,10.38,6.11,8.55,18.93,15.88,11.6,7.94,6.71,15.88,1.23,-2.45,4.27,9.16,4.88,7.94,26.26,25.65,19.54,25.65,8.55,1.22,15.26,17.1,21.99,8.54,15.88,17.71,12.21,35.42
29.92,18.32,47.02,21.37,17.7,12.211,6.72,2.44,15.26,17.1,11.6,14.65,29.93,21.99,3.66,18.32,9.161,7.94,2.44,15.26,17.1,11.6,14.65,25.65,11.6,10.38,6.11,9.16,18.93,16.49,11.6,7.32,6.1,16.49,1.23,-3.06,3.66,8.55,5.5,8.55,26.87,25.03,20.15,26.26,9.77,1.83,14.65,17.1,22.6,7.93,15.88,17.71,12.21,35.42
30.53,18.32,45.19,21.37,17.09,11.601,6.72,2.44,15.26,17.1,12.22,14.65,29.32,21.99,3.66,18.32,9.161,8.55,2.44,15.26,17.1,12.22,14.65,25.65,11.6,10.38,6.11,9.16,18.93,15.88,11.6,7.32,6.71,16.49,1.23,-2.45,4.27,8.55,5.5,8.55,26.26,26.26,20.15,25.65,9.16,1.83,15.26,17.1,22.6,7.93,15.27,17.1,12.21,34.81
29.92,17.71,45.19,21.37,17.7,11.601,6.72,2.44,15.88,17.71,12.22,14.04,29.32,22.6,3.66,18.32,9.161,7.94,2.44,15.88,17.71,12.22,14.04,25.65,11.6,10.38,6.72,8.55,18.93,15.88,11.6,7.94,6.71,16.49,1.84,-3.06,3.66,8.55,5.5,8.55,26.26,26.26,20.76,25.65,9.77,1.83,15.87,17.1,21.99,7.32,15.88,17.71,12.21,34.81
30.53,17.71,45.19,21.37,17.7,12.211,6.72,2.44,15.88,17.71,11.6,14.04,29.32,22.6,3.66,17.71,8.55,8.55,2.44,15.88,17.71,11.6,14.04,25.65,11.6,10.38,6.72,9.16,18.93,16.49,11.6,7.32,6.71,16.49,1.84,-2.45,3.66,8.55,5.5,8.55,25.65,25.65,19.54,25.65,9.16,1.22,15.26,17.71,22.6,7.93,15.88,17.71,11.6,34.81
29.92,17.71,45.8,21.37,17.7,11.601,6.72,2.44,15.26,17.71,12.22,14.04,29.32,22.6,3.049,17.71,8.55,8.55,2.44,15.26,17.71,12.22,14.04,25.04,11.6,10.38,6.11,9.16,18.93,16.49,11.6,7.32,6.71,16.49,1.84,-3.67,4.27,9.16,5.5,9.16,25.65,25.65,20.15,25.65,9.77,1.22,15.26,17.1,22.6,7.93,15.88,17.71,12.21,34.2
29.92,17.71,45.8,21.37,18.31,11.601,6.72,2.44,15.88,17.71,11.6,14.04,29.93,21.99,3.049,17.71,9.161,8.55,2.44,15.88,17.71,11.6,14.04,25.65,11.6,10.38,6.11,8.55,18.93,15.88,11.6,7.32,6.71,16.49,1.84,-2.45,4.27,8.55,4.88,8.55,25.65,26.26,20.15,25.65,9.77,1.22,14.65,17.1,22.6,7.93,16.49,17.71,12.21,34.81
29.92,17.71,46.41,21.37,18.31,12.211,6.72,3.05,15.26,16.49,12.22,14.04,29.32,22.6,3.66,17.71,8.55,8.55,3.05,15.26,16.49,12.22,14.04,25.04,11.6,10.99,6.72,9.16,19.54,16.49,11.6,7.32,6.71,16.49,2.45,-3.06,4.27,8.55,4.88,8.55,25.65,25.65,20.76,25.65,9.77,1.22,15.26,17.71,22.6,7.32,15.88,17.71,11.6,34.2
29.31,17.1,47.02,21.37,19.54,11.601,6.11,2.44,15.26,17.71,12.22,14.04,29.93,23.21,3.049,17.71,8.55,8.55,2.44,15.26,17.71,12.22,14.04,24.43,11.6,10.99,6.11,8.55,18.93,16.49,11.6,7.32,6.71,16.49,2.45,-2.45,3.66,8.55,5.5,9.16,25.65,25.65,20.76,25.65,9.77,1.22,15.26,17.71,22.6,7.32,16.49,17.71,12.21,34.2
29.92,17.71,47.64,21.99,19.54,12.211,6.72,3.05,15.26,17.1,12.22,14.04,29.93,23.21,3.049,17.71,8.55,8.55,3.05,15.26,17.1,12.22,14.04,25.04,11.6,10.99,6.72,9.16,18.93,16.49,11.6,6.71,6.1,15.88,3.06,-2.45,4.27,8.55,5.5,9.16,25.04,26.26,20.76,25.65,9.77,1.22,15.87,17.71,22.6,7.32,15.88,17.71,12.21,34.81
29.92,17.1,47.64,21.37,19.54,12.211,6.72,2.44,15.26,17.71,12.22,14.04,29.32,22.6,3.66,17.71,8.55,8.55,2.44,15.26,17.71,12.22,14.04,24.43,12.21,10.38,6.72,9.16,18.93,16.49,11.6,7.94,6.71,16.49,3.06,-2.45,3.66,8.55,4.88,9.16,25.65,26.26,20.76,25.65,9.77,1.22,15.26,17.1,23.21,7.93,15.88,17.71,11.6,34.2
29.92,17.1,47.64,21.37,20.15,12.211,6.72,2.44,15.26,18.32,12.22,14.04,29.93,22.6,3.049,17.71,8.55,8.55,2.44,15.26,18.32,12.22,14.04,25.04,11.6,10.99,6.11,9.16,18.93,16.49,12.21,7.94,6.71,16.49,3.67,-2.45,3.66,8.55,4.88,9.16,25.04,26.26,20.76,26.26,9.77,1.22,15.26,17.1,23.21,7.32,15.88,17.1,12.21,33.59
29.31,17.1,47.64,21.99,20.15,12.821,6.72,3.05,15.26,17.71,12.22,14.04,29.93,22.6,3.049,17.1,8.55,8.55,3.05,15.26,17.71,12.22,14.04,25.04,12.21,10.99,6.72,8.55,18.93,15.88,12.21,7.32,6.71,16.49,3.06,-3.06,3.66,8.55,4.88,9.77,25.65,26.26,20.76,26.26,9.77,1.22,15.26,17.71,23.21,7.32,16.49,17.71,12.21,34.2
29.92,16.49,48.25,21.37,20.15,12.821,6.72,2.44,14.65,17.71,12.22,13.43,29.93,22.6,3.66,17.71,9.161,8.55,2.44,14.65,17.71,12.22,13.43,25.04,12.21,10.38,6.72,8.55,18.93,16.49,12.21,7.32,6.71,15.88,3.67,-2.45,3.66,8.55,4.88,9.77,25.65,26.26,20.76,25.65,10.38,0.61,15.26,17.71,23.818,7.32,16.49,17.71,12.21,34.2
29.31,17.1,47.64,21.37,21.37,12.211,6.72,2.44,15.88,17.71,11.6,13.43,30.54,22.6,3.66,17.1,9.161,8.55,2.44,15.88,17.71,11.6,13.43,25.04,12.21,10.38,6.11,8.55,18.93,16.49,11.6,7.32,6.1,16.49,3.67,-2.45,4.27,8.55,5.5,9.77,25.65,26.26,20.76,26.26,10.38,1.22,15.87,17.71,23.818,7.32,16.49,17.71,12.21,34.2
29.31,17.1,47.64,20.76,20.76,12.211,7.33,3.05,15.26,17.71,12.83,14.04,30.54,23.21,3.66,17.71,8.55,7.94,3.05,15.26,17.71,12.83,14.04,24.43,12.21,10.99,6.11,9.16,18.93,16.49,12.21,7.94,6.71,16.49,3.67,-2.45,4.27,8.55,4.88,9.16,26.26,26.87,21.37,26.26,10.38,0.61,15.26,17.71,23.21,7.32,16.49,17.1,11.6,33.59
29.31,17.1,47.64,21.37,20.76,12.821,7.33,2.44,15.26,17.71,12.22,14.04,30.54,23.21,3.049,17.71,9.161,9.16,2.44,15.26,17.71,12.22,14.04,25.04,12.82,10.99,6.72,8.55,18.93,16.49,12.21,7.32,6.1,16.49,4.28,-2.45,4.27,9.16,4.88,9.77,26.26,26.26,21.37,25.65,9.77,1.22,15.26,17.71,23.818,7.32,17.1,17.71,12.21,34.2
29.92,16.49,47.64,21.37,21.37,12.821,6.72,3.05,15.26,18.32,12.22,14.04,31.15,23.21,3.66,17.71,8.55,8.55,3.05,15.26,18.32,12.22,14.04,25.04,12.82,10.38,6.72,8.55,18.93,16.49,11.6,7.32,6.1,16.49,4.28,-2.45,4.27,9.16,4.88,9.77,26.26,26.26,20.76,26.26,9.77,0.61,15.26,18.32,23.818,7.32,17.1,18.32,12.21,34.2
29.31,16.49,47.02,21.37,21.37,12.821,6.11,3.05,15.88,18.32,12.22,14.04,30.54,22.6,3.66,17.71,9.161,8.55,3.05,15.88,18.32,12.22,14.04,24.43,11.6,10.99,6.11,8.55,18.32,16.49,11.6,7.94,6.1,16.49,4.28,-1.84,3.66,8.55,5.5,9.77,26.26,25.65,21.37,26.26,10.38,1.22,15.87,18.32,23.818,6.71,16.49,18.32,12.21,34.2
29.31,17.1,47.64,21.37,21.37,12.821,6.11,2.44,15.26,17.71,12.22,13.43,29.93,22.6,3.66,17.71,9.161,8.55,2.44,15.26,17.71,12.22,13.43,25.04,12.82,10.99,6.11,7.942,18.32,17.1,12.21,7.94,6.71,16.49,4.89,-1.84,3.66,8.55,5.5,10.38,25.65,26.26,21.37,26.87,10.38,1.22,15.87,17.71,23.818,6.71,17.1,18.32,12.21,34.2
29.31,17.1,47.02,20.76,21.98,12.821,6.11,3.67,15.26,18.32,11.6,14.04,30.54,22.6,3.66,17.71,8.55,8.55,3.67,15.26,18.32,11.6,14.04,24.43,12.21,10.99,6.11,7.942,18.93,16.49,12.21,7.94,6.71,16.49,4.89,-2.45,4.27,9.16,5.5,10.38,26.26,26.26,21.37,26.26,10.38,0.61,15.87,18.32,24.429,6.71,17.1,17.71,12.21,34.2
29.31,16.49,47.02,21.37,21.37,12.821,6.72,3.67,15.26,18.32,12.22,14.04,31.15,23.21,4.271,17.71,9.161,8.55,3.67,15.26,18.32,12.22,14.04,24.43,12.82,10.38,6.72,8.55,18.93,17.1,12.83,7.94,6.71,16.49,4.89,-1.84,3.66,8.55,4.88,10.38,25.65,25.65,21.37,26.87,9.77,1.22,15.87,18.32,24.429,6.71,17.1,17.71,12.82,34.2
29.31,16.49,47.02,20.76,21.98,12.821,6.72,3.67,15.26,18.32,12.22,13.43,31.15,23.21,3.66,17.71,9.161,8.55,3.67,15.26,18.32,12.22,13.43,25.04,12.82,10.38,6.72,8.55,19.54,16.49,12.83,7.94,6.1,16.49,5.5,-1.84,4.27,8.55,4.88,10.38,25.65,26.26,21.37,26.87,10.99,1.22,15.26,18.32,23.818,6.71,16.49,17.71,12.21,33.59
29.92,17.1,47.02,21.37,21.98,12.821,7.33,3.05,15.26,18.32,11.6,14.04,30.54,23.21,3.66,17.1,9.161,8.55,3.05,15.26,18.32,11.6,14.04,24.43,12.82,10.38,6.11,8.55,18.93,16.49,12.83,7.94,6.71,16.49,6.11,-1.84,4.88,8.55,4.88,10.38,25.04,26.26,21.98,26.87,10.99,0.61,15.87,18.32,24.429,6.71,17.1,17.71,12.82,34.2
29.31,16.49,47.02,21.37,21.98,13.431,7.33,3.05,15.88,18.32,11.6,14.04,30.54,22.6,4.271,17.71,9.161,9.16,3.05,15.88,18.32,11.6,14.04,24.43,12.21,10.38,6.11,8.55,18.93,17.1,12.83,7.94,6.71,16.49,5.5,-1.84,4.88,8.55,4.88,10.99,25.04,26.26,21.98,26.87,10.99,1.22,15.87,17.71,24.429,6.71,17.1,18.32,12.82,33.59
