0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,0mM,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,100mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,150mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,200mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,250mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,300mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,350mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM,400mM
22.591,23.81,54.35,21.98,23.82,50.08,16.49,18.93,47.02,42.14,27.48,30.54,47.02,33.58,17.1,36.03,19.54,28.09,22.591,47.02,26.26,21.98,17.712,37.25,-3.06,4.88,6.11,5.5,23.82,10.38,20.15,28.09,16.49,15.88,6.72,25.64,-12.83,-24.43,34.2,23.21,1.22,20.76,20.15,10.99,12.22,20.76,9.16,1.23,12.22,6.72,23.82,20.15,16.49,-1.83,10.99,19.54,8.55,22.6,18.32,12.21,15.27,9.77,15.26,32.36,19.54,42.13,14.05,29.93,36.64,21.981,20.76,23.2,23.2,15.88,11.6,21.98,11.6,29.309,6.72,11.6,-7.93,14.04,15.26,3.67,14.65,23.2,0,8.55,-7.94,3.06,7.32,31.75,29.31,31.14,31.14,10.39,4.88,3.06,10.39,10.39,10.38,11.6,29.92,17.1,-3.05,14.05,4.27,12.21,17.71,9.16,23.2,18.32,21.37,9.16,11.6,21.98,11.6,29.309,6.72,41.52,14.05,25.04,25.65,14.05,14.05,19.54,7.33,6.72,4.88,19.54,23.2,21.981,20.76,23.2,23.2,15.88,19.54,28.09,15.88,15.88,-6.11,12.21,29.92,29.92,29.92,40.912,44.57,44.57,40.912,40.912,40.3,47.02,49.46,40.3,40.3,33.58,33.59,31.75,29.32,31.75,40.91,48.25,43.96,43.97,40.91,32.97,41.52,51.3,60.46,62.28,40.3,70.84,70.22,61.68,40.3,10.38,11.61,11.6,9.77,12.82,20.15,18.32,17.09,20.15,20.15,30.53,31.75,33.59,30.53,30.53,40.91,32.37,28.7,40.91,40.91,29.92,31.14,31.14,31.14,31.76,40.302,44.58,31.76,31.76,27.48,26.87,25.65,23.2,27.48,30.54,29.31,27.48,26.87,28.09,29.92,21.37,18.93,19.54,29.92,40.31,37.86,37.25,40.31,40.31,39.69,43.97,40.3,39.69,39.69,31.14,31.75,29.31,31.14,31.14,10.39,4.88,3.06,10.39,10.39,15.27,8.54,6.11,15.27,15.27,43.97,53.13,50.68,47.63,43.97,28.09,28.7,23.82,22.6,28.09,36.03,26.87,25.65,26.26,17.1,23.811,30.53,28.7,35.42,7.33,0.61,29.31,23.82,9.161,4.28,41.53,5.5,4.89,22.59,8.55,-11.6,-6.11,-7.33,0.61,17.101,3.06,9.77,14.04,4.88,19.54,23.2,21.981,20.76,23.2,23.2,15.88,-4.27,-3.05,-4.27,9.159
21.981,23.81,54.35,21.37,23.82,50.69,16.49,18.93,47.02,42.14,27.48,30.54,47.63,32.97,17.71,36.03,19.54,28.09,21.981,47.02,26.87,22.6,17.712,37.25,-3.06,4.88,6.11,5.5,23.21,10.38,20.15,27.48,16.49,15.88,6.72,26.25,-12.83,-24.43,34.81,22.6,1.83,21.37,20.15,11.6,11.6,21.37,9.16,0.62,11.6,6.1,24.43,20.15,16.49,-2.44,11.6,19.54,8.55,22.6,18.93,12.21,15.88,9.77,15.26,32.97,19.54,42.74,14.05,29.93,36.64,21.981,20.76,23.81,23.81,15.88,10.99,21.98,11.6,29.92,6.72,11.6,-8.54,14.04,15.26,3.05,14.65,23.2,0,8.55,-7.33,3.06,7.32,32.36,29.31,31.14,31.14,11,5.49,2.44,11,11,10.38,11.6,29.92,17.1,-4.27,14.05,3.66,12.21,17.71,9.16,23.2,18.94,21.37,8.55,10.99,21.98,11.6,29.92,6.72,40.91,14.05,24.43,25.03,14.05,14.05,20.15,7.94,6.72,5.49,20.15,23.81,21.981,20.76,23.81,23.81,15.88,19.54,27.48,15.88,15.88,-6.72,11.6,29.92,29.92,29.92,40.301,43.96,44.57,40.301,40.301,40.3,46.41,48.85,40.3,40.3,35.41,33.59,31.75,29.93,31.75,40.91,47.64,43.96,43.36,40.91,32.97,41.52,50.69,59.85,62.28,40.3,70.23,70.22,61.68,40.3,10.38,11.61,11.6,9.77,12.21,20.76,18.32,17.7,20.76,20.76,31.14,32.97,34.2,31.14,31.14,41.52,32.37,29.31,41.52,41.52,29.92,30.53,31.75,31.75,31.15,39.691,44.58,31.15,31.15,27.48,27.48,25.65,23.2,27.48,29.92,29.31,27.48,27.48,28.09,30.53,21.98,18.93,19.54,30.53,40.31,37.86,37.25,40.31,40.31,39.69,44.58,40.91,39.69,39.69,31.14,32.36,29.31,31.14,31.14,11,5.49,2.44,11,11,16.49,9.16,7.328,16.49,16.49,44.58,53.13,50.07,47.02,44.58,28.09,28.7,24.43,22.6,28.09,35.42,26.26,24.42,26.26,17.71,24.431,30.53,29.32,34.81,6.72,0,29.31,24.43,9.772,4.28,42.14,6.11,4.89,22.59,8.55,-10.99,-6.11,-7.33,1.22,17.711,2.45,9.77,14.04,5.49,20.15,23.81,21.981,20.76,23.81,23.81,15.88,-4.27,-2.44,-4.27,9.159
21.981,24.42,53.74,21.98,23.82,50.69,17.71,20.15,47.63,42.14,27.48,30.54,47.63,32.97,18.32,36.64,19.54,28.7,21.981,47.63,26.26,22.6,17.712,37.86,-3.67,4.88,6.11,5.5,24.43,10.38,20.76,26.87,16.49,15.88,7.33,26.25,-12.83,-25.04,34.2,22.6,1.83,20.15,20.15,11.6,11.6,20.15,9.16,1.23,11.6,5.49,23.82,20.15,16.49,-3.66,11.6,19.54,8.55,22.6,18.32,12.21,15.88,9.77,15.26,32.36,19.54,42.74,14.05,29.32,36.64,21.981,20.76,23.81,23.81,15.88,11.6,21.98,10.99,29.92,7.33,11.6,-9.15,14.04,15.26,3.05,15.26,23.2,0.61,8.55,-7.94,3.06,6.71,32.97,29.31,31.75,31.75,11.61,5.49,3.06,11.61,11.61,10.99,10.99,30.53,17.1,-3.66,14.66,4.27,12.83,17.1,9.16,23.82,18.94,21.98,9.16,11.6,21.98,10.99,29.92,7.33,40.91,14.66,23.82,25.03,14.66,14.66,20.76,7.94,6.72,4.88,20.76,23.81,21.981,20.76,23.81,23.81,15.88,20.15,27.48,15.88,15.88,-6.72,11.6,29.31,29.31,29.31,40.912,44.57,44.57,40.912,40.912,40.3,47.02,50.07,40.3,40.3,34.8,34.2,32.36,29.93,31.75,40.91,47.64,44.57,43.97,40.91,32.97,41.52,50.07,59.24,62.28,40.3,70.84,70.22,61.68,40.3,10.38,11.61,11.6,9.15,12.82,20.15,18.93,17.7,20.15,20.15,31.75,32.97,34.81,31.75,31.75,41.52,32.98,29.92,41.52,41.52,29.92,31.14,31.75,31.75,31.15,39.691,43.97,31.15,31.15,27.48,27.48,25.65,22.59,27.48,30.54,29.31,28.09,27.48,28.09,30.53,21.37,18.93,19.54,30.53,40.31,38.47,37.25,40.31,40.31,39.69,45.19,40.91,39.69,39.69,31.75,32.97,29.31,31.75,31.75,11.61,5.49,3.06,11.61,11.61,16.49,9.77,8.549,16.49,16.49,43.97,53.13,50.68,47.02,43.97,29.31,28.7,24.43,22.6,29.31,36.03,26.87,25.03,26.26,18.32,25.041,30.53,29.32,35.42,7.33,0,29.31,23.82,10.38,4.89,42.14,6.72,6.718,23.2,8.55,-10.99,-6.11,-7.33,1.22,17.101,3.06,9.77,14.65,4.88,20.76,23.81,21.981,20.76,23.81,23.81,15.88,-4.27,-2.44,-4.27,9.159
22.591,24.42,54.35,21.37,24.43,50.08,18.32,20.76,47.02,42.14,28.09,30.54,47.63,32.97,18.93,36.03,20.15,28.09,22.591,47.02,26.87,22.6,17.712,37.86,-3.06,4.88,6.72,5.5,24.43,10.38,20.15,26.87,17.1,16.49,7.33,26.25,-11.61,-24.43,34.81,23.21,2.44,20.76,20.15,12.21,11.6,20.76,9.77,0.62,11.6,6.1,23.82,20.15,16.49,-3.66,12.21,19.54,9.77,22.6,18.32,12.21,15.88,9.16,15.87,32.36,20.15,42.74,13.44,29.32,36.64,21.981,21.37,24.42,24.42,15.27,12.21,21.98,11.6,29.92,7.94,11.6,-8.54,14.65,15.87,2.44,15.26,23.2,0.61,8.55,-7.33,3.06,6.71,32.97,29.31,31.14,31.14,12.22,6.1,3.06,12.22,12.22,10.99,11.6,30.53,17.1,-3.66,15.27,4.27,12.83,17.1,9.16,23.2,18.94,21.98,8.55,12.21,21.98,11.6,29.92,7.94,40.91,14.05,24.43,25.03,14.05,14.05,20.76,8.55,7.33,5.49,20.76,24.42,21.981,21.37,24.42,24.42,15.27,18.93,26.87,15.27,15.27,-7.33,10.99,29.31,29.31,29.31,40.912,44.57,45.18,40.912,40.912,40.91,47.02,50.07,40.91,40.91,35.41,34.81,31.75,30.54,32.36,40.91,47.64,43.96,43.36,40.91,32.97,40.91,50.07,59.85,61.67,40.91,70.84,70.22,62.29,40.91,10.38,11.61,12.21,10.38,13.43,20.76,18.93,17.7,20.76,20.76,31.14,32.97,34.81,31.14,31.14,42.74,33.59,29.92,42.74,42.74,30.53,30.53,31.75,31.75,31.15,40.302,43.97,31.15,31.15,27.48,27.48,25.65,22.59,27.48,30.54,29.92,28.09,28.09,28.09,30.53,21.98,19.54,19.54,30.53,40.31,37.86,37.25,40.31,40.31,39.69,45.8,40.3,39.69,39.69,31.14,32.97,29.31,31.14,31.14,12.22,6.1,3.06,12.22,12.22,17.1,10.38,9.16,17.1,17.1,43.97,53.13,50.68,47.63,43.97,28.7,29.31,24.43,23.21,28.7,36.03,26.87,25.65,26.26,18.32,25.041,31.14,30.54,35.42,6.11,0,28.7,24.43,10.99,4.28,42.14,6.72,7.329,23.81,9.77,-11.6,-6.11,-7.94,0.61,17.711,3.06,9.77,14.65,5.49,20.76,24.42,21.981,21.37,24.42,24.42,15.27,-4.88,-2.44,-4.88,9.159
22.591,24.42,54.35,20.76,24.43,50.08,18.93,20.76,47.02,42.14,28.09,30.54,47.02,32.97,18.93,36.64,19.54,28.7,22.591,47.02,27.48,22.6,17.712,37.86,-3.06,5.5,7.33,6.11,24.43,10.38,21.37,26.87,17.1,17.1,7.33,26.25,-12.22,-24.43,35.42,23.21,3.05,20.76,20.76,11.6,11.6,20.76,9.77,0.62,11.6,5.49,24.43,20.76,16.49,-3.05,11.6,20.15,9.16,23.21,18.93,12.83,15.88,9.77,15.87,32.36,20.15,42.74,14.05,29.32,36.64,22.591,21.37,24.42,24.42,15.27,11.6,21.98,12.21,29.92,8.55,11.6,-9.15,14.04,16.48,2.44,15.26,23.2,0,9.16,-7.33,3.06,7.32,32.97,29.92,31.75,31.75,12.83,5.49,3.06,12.83,12.83,10.99,10.99,30.53,17.71,-3.66,14.66,4.27,12.21,17.1,9.16,23.2,18.94,21.98,9.16,11.6,21.98,12.21,29.92,8.55,41.52,14.66,24.43,25.03,14.66,14.66,21.37,9.16,7.94,6.1,21.37,24.42,22.591,21.37,24.42,24.42,15.27,18.93,27.48,15.27,15.27,-7.94,10.38,28.7,28.7,28.7,40.912,45.19,44.57,40.912,40.912,40.3,47.63,50.07,40.3,40.3,35.41,34.2,31.75,31.15,32.36,40.91,48.86,44.57,43.36,40.91,32.36,40.3,50.07,59.85,62.28,40.91,70.84,70.83,62.29,40.91,10.38,11.61,10.99,9.15,13.43,20.76,18.93,17.7,20.76,20.76,31.75,34.2,35.42,31.75,31.75,43.35,33.59,30.53,43.35,43.35,30.53,31.14,31.75,31.75,31.15,40.302,44.58,31.15,31.15,27.48,28.09,25.65,23.2,27.48,31.15,30.53,27.48,28.09,28.7,29.92,21.37,19.54,19.54,29.92,40.31,37.86,37.25,40.31,40.31,40.92,45.8,40.91,40.92,40.92,31.75,32.97,29.92,31.75,31.75,12.83,5.49,3.06,12.83,12.83,17.71,11.598,9.771,17.71,17.71,43.97,53.13,49.46,47.02,43.97,29.31,29.92,25.04,23.21,29.31,36.64,26.87,25.65,26.87,18.32,25.041,30.53,30.54,35.42,6.72,0,28.7,25.04,11.6,4.89,41.53,7.33,7.939,24.42,9.16,-10.99,-6.11,-7.33,0.61,18.321,2.45,9.77,14.65,6.1,21.37,24.42,22.591,21.37,24.42,24.42,15.27,-4.27,-2.44,-4.88,9.769
22.591,23.81,54.35,21.37,25.04,50.69,19.54,21.37,47.63,42.14,28.09,31.15,47.63,32.97,19.54,37.86,19.54,28.7,22.591,47.63,26.87,23.21,17.712,37.86,-3.67,5.5,6.72,6.11,24.43,10.38,20.76,26.26,17.1,16.49,7.33,25.64,-12.22,-24.43,34.81,22.6,3.05,20.15,20.76,12.21,11.6,20.15,9.77,0.62,11.6,5.49,24.43,20.76,16.49,-3.05,12.21,20.15,8.55,22.6,18.32,13.44,15.88,9.77,15.87,32.36,20.15,42.74,13.44,29.32,37.25,21.981,21.37,24.42,24.42,14.66,11.6,21.98,12.21,29.309,8.55,12.21,-9.15,14.04,16.48,2.44,15.87,22.59,0.61,8.55,-6.72,3.67,6.71,33.59,29.31,31.75,31.75,13.44,6.71,3.67,13.44,13.44,10.99,10.99,31.14,17.1,-3.05,15.27,4.88,12.83,17.1,9.16,24.43,20.16,21.98,9.16,11.6,21.98,12.21,29.309,8.55,41.52,14.66,24.43,25.03,14.66,14.66,21.37,9.16,7.94,6.71,21.37,24.42,21.981,21.37,24.42,24.42,14.66,18.93,26.87,14.66,14.66,-8.55,9.77,28.7,28.7,28.7,40.912,44.57,44.57,40.912,40.912,40.91,47.63,50.69,40.91,40.91,35.41,34.81,32.36,31.15,31.75,40.91,47.64,44.57,43.97,40.91,31.75,40.3,49.46,59.85,61.67,40.3,70.84,70.22,62.29,40.3,10.99,12.22,11.6,9.77,13.43,20.76,19.54,17.7,20.76,20.76,32.36,34.2,35.42,32.36,32.36,43.35,34.2,30.53,43.35,43.35,30.53,31.75,32.36,32.36,31.15,39.691,43.97,31.15,31.15,27.48,27.48,25.65,23.2,27.48,30.54,29.92,28.09,28.09,28.7,30.53,21.37,18.93,19.54,30.53,40.92,37.86,37.25,40.92,40.92,40.92,45.8,42.13,40.92,40.92,31.75,33.59,29.31,31.75,31.75,13.44,6.71,3.67,13.44,13.44,18.32,12.209,10.992,18.32,18.32,43.97,53.13,50.07,47.02,43.97,29.31,29.92,25.04,23.82,29.31,36.64,27.48,25.03,27.48,18.93,25.041,31.14,30.54,35.42,6.72,0,28.09,24.43,11.6,4.89,41.53,6.72,9.771,23.81,9.16,-10.99,-6.72,-7.33,0.61,18.321,2.45,9.77,15.27,6.71,21.37,24.42,21.981,21.37,24.42,24.42,14.66,-4.88,-2.44,-4.88,9.159
22.591,24.42,54.35,21.37,25.65,50.69,20.15,22.59,48.24,42.75,28.7,31.15,47.63,32.97,19.54,37.86,20.15,28.7,22.591,48.24,27.48,23.21,17.712,37.86,-3.06,5.5,7.33,6.11,23.82,10.38,21.98,25.64,17.1,17.1,6.72,26.25,-12.22,-24.43,35.42,23.21,3.05,19.54,20.76,12.21,11.6,19.54,9.77,0.62,11.6,6.1,25.04,20.76,16.49,-3.66,12.21,20.15,8.55,22.6,18.32,13.44,15.88,9.77,15.87,32.36,19.54,43.35,13.44,29.32,37.25,21.981,21.37,24.42,24.42,15.27,12.82,21.98,12.21,29.92,8.55,12.21,-9.15,14.04,16.48,2.44,15.26,22.59,0,9.16,-6.72,3.67,7.32,32.97,29.92,31.75,31.75,14.05,7.32,3.67,14.05,14.05,11.6,10.99,31.14,17.71,-3.66,15.27,4.88,12.83,17.1,9.16,24.43,19.55,22.59,9.77,12.82,21.98,12.21,29.92,8.55,40.91,14.05,24.43,25.03,14.05,14.05,21.99,9.16,8.55,5.49,21.99,24.42,21.981,21.37,24.42,24.42,15.27,19.54,26.26,15.27,15.27,-8.55,9.77,28.7,28.7,28.7,40.912,44.57,44.57,40.912,40.912,41.52,47.63,50.07,41.52,41.52,35.41,34.81,32.36,31.15,32.36,40.3,48.25,43.96,43.36,40.3,31.14,40.3,50.07,59.24,61.67,40.3,70.84,70.83,62.29,40.3,10.99,11.61,12.21,10.38,12.82,20.76,18.93,18.32,20.76,20.76,32.36,34.2,36.03,32.36,32.36,43.35,34.2,31.14,43.35,43.35,29.92,31.75,32.97,32.97,31.15,40.302,44.58,31.15,31.15,27.48,28.09,26.26,23.2,27.48,31.15,30.53,28.09,28.71,28.7,29.92,21.37,19.54,19.54,29.92,40.31,37.86,37.25,40.31,40.31,40.92,45.8,41.52,40.92,40.92,31.75,32.97,29.92,31.75,31.75,14.05,7.32,3.67,14.05,14.05,19.54,12.819,12.21,19.54,19.54,43.97,53.13,50.07,47.02,43.97,29.31,29.92,25.65,23.82,29.31,36.64,26.26,25.03,27.48,19.54,25.651,31.14,31.15,35.42,6.11,-0.611,28.09,25.04,12.83,4.89,41.53,7.33,9.771,24.42,10.38,-10.99,-6.11,-6.72,1.22,17.711,2.45,9.77,14.65,5.49,21.99,24.42,21.981,21.37,24.42,24.42,15.27,-4.27,-1.83,-4.88,9.769
22.591,24.42,54.96,21.37,25.04,50.69,20.76,22.59,48.85,42.14,28.09,31.76,47.63,33.58,19.54,37.86,20.15,28.7,22.591,48.85,27.48,22.6,18.322,37.86,-3.06,5.5,7.33,6.11,24.43,10.99,21.37,25.64,17.1,17.1,7.33,26.25,-11.61,-24.43,35.42,23.21,3.66,20.15,21.37,12.21,11.6,20.15,9.77,0,11.6,6.1,25.04,21.37,16.49,-3.66,12.21,20.76,8.55,22.6,18.93,14.05,15.88,9.16,15.26,32.97,20.15,42.74,13.44,29.32,37.86,22.591,21.98,25.03,25.03,14.66,12.82,22.59,12.21,29.92,9.16,12.82,-9.77,14.65,17.09,3.05,14.65,23.2,0.61,9.16,-6.72,3.67,6.71,33.59,29.92,31.14,31.14,14.05,6.71,4.28,14.05,14.05,11.6,10.99,31.14,17.71,-3.05,15.88,4.88,13.44,17.1,9.77,25.04,20.16,22.59,9.16,12.82,22.59,12.21,29.92,9.16,40.91,14.05,24.43,25.65,14.05,14.05,21.99,9.77,9.16,6.1,21.99,25.03,22.591,21.98,25.03,25.03,14.66,18.93,26.87,14.66,14.66,-9.16,9.16,28.09,28.09,28.09,40.912,44.57,44.57,40.912,40.912,40.91,47.63,50.69,40.91,40.91,35.41,34.81,32.36,31.15,33.58,40.91,47.02,44.57,43.36,40.91,31.14,40.3,49.46,59.24,61.67,40.3,71.45,70.22,62.9,40.3,10.99,12.83,11.6,9.77,12.82,20.15,18.93,17.7,20.15,20.15,32.36,34.2,36.03,32.36,32.36,43.96,34.81,31.14,43.96,43.96,29.92,31.75,32.97,32.97,31.76,39.691,44.58,31.76,31.76,27.48,27.48,25.65,23.2,27.48,31.15,30.53,28.09,28.71,28.7,30.53,21.37,19.54,19.54,30.53,40.31,37.86,37.25,40.31,40.31,40.92,45.8,42.13,40.92,40.92,31.14,33.59,29.92,31.14,31.14,14.05,6.71,4.28,14.05,14.05,20.15,14.041,12.21,20.15,20.15,43.97,52.52,50.07,46.41,43.97,29.92,30.53,25.65,24.43,29.92,37.25,27.48,25.03,27.48,19.54,25.651,31.14,30.54,35.42,6.11,0,28.09,24.43,12.83,4.89,41.53,7.94,10.99,24.42,9.77,-10.99,-6.11,-6.11,0.61,18.321,2.45,9.77,14.65,6.1,21.99,25.03,22.591,21.98,25.03,25.03,14.66,-4.88,-1.83,-5.49,9.159
22.591,24.42,54.96,21.37,26.26,50.69,21.37,23.2,48.85,42.14,28.7,31.76,48.24,33.58,20.76,39.09,20.15,29.31,22.591,48.85,28.09,23.21,18.322,38.47,-3.67,5.5,7.33,6.11,24.43,10.99,22.59,25.64,17.71,17.1,7.33,26.25,-11.61,-24.43,36.03,23.82,3.66,19.54,21.37,12.82,11.6,19.54,9.77,0.62,11.6,6.1,25.04,21.37,16.49,-4.27,12.82,20.15,9.16,23.21,18.93,14.05,15.88,9.77,15.87,32.36,20.15,42.74,12.83,29.32,37.86,22.591,21.98,24.42,24.42,14.66,13.43,22.59,12.21,29.92,9.77,12.82,-9.77,14.04,17.09,2.44,15.26,22.59,0.61,9.16,-6.11,4.28,6.71,32.97,29.92,32.36,32.36,15.27,7.94,4.89,15.27,15.27,12.21,10.38,31.14,17.71,-3.05,16.49,4.88,13.44,16.49,10.38,25.04,20.77,22.59,9.77,13.43,22.59,12.21,29.92,9.77,40.91,14.05,23.82,25.03,14.05,14.05,23.21,9.77,8.55,6.71,23.21,24.42,22.591,21.98,24.42,24.42,14.66,18.93,26.26,14.66,14.66,-9.16,9.16,28.09,28.09,28.09,41.52,44.57,44.57,41.52,41.52,41.52,47.02,50.69,41.52,41.52,36.02,35.42,32.36,30.54,32.97,40.91,47.02,43.96,43.36,40.91,31.14,39.69,50.07,59.85,61.67,40.91,71.45,70.83,62.9,40.91,10.99,11.61,12.82,9.77,13.43,20.76,19.54,17.7,20.76,20.76,32.98,34.81,36.03,32.98,32.98,44.57,34.81,31.14,44.57,44.57,30.53,32.36,32.36,32.36,31.76,39.691,44.58,31.76,31.76,27.48,28.09,25.65,23.2,27.48,31.15,30.53,28.09,28.71,28.7,30.53,21.37,19.54,19.54,30.53,40.31,37.86,37.25,40.31,40.31,41.53,46.41,42.13,41.53,41.53,32.36,32.97,29.92,32.36,32.36,15.27,7.94,4.89,15.27,15.27,20.76,14.651,13.43,20.76,20.76,43.97,53.13,50.07,47.02,43.97,29.92,31.14,25.04,25.04,29.92,37.25,27.48,25.03,27.48,19.54,25.041,31.14,31.15,36.03,6.11,-0.611,28.09,25.04,12.83,4.89,40.92,7.94,11.6,25.03,10.38,-10.99,-6.72,-6.11,1.22,18.931,3.06,9.77,14.65,6.71,23.21,24.42,22.591,21.98,24.42,24.42,14.66,-4.27,-2.44,-5.49,9.159
22.591,24.42,54.96,21.37,26.26,50.69,21.98,24.43,48.85,42.14,28.09,31.15,48.24,33.58,20.15,39.09,20.76,29.31,22.591,48.85,28.09,23.21,18.322,38.47,-3.67,5.5,7.33,6.11,24.43,10.99,21.98,25.03,17.71,17.71,7.94,26.87,-11.61,-24.43,36.03,23.82,4.28,19.54,21.37,12.82,11.6,19.54,10.38,0.62,11.6,5.49,25.65,21.37,16.49,-4.27,12.82,20.76,9.16,23.21,18.32,14.66,15.88,9.16,15.87,32.97,20.15,42.13,13.44,29.32,38.47,22.591,21.98,24.42,24.42,14.66,12.82,22.59,12.21,30.531,10.39,12.82,-10.38,14.65,17.09,3.05,15.26,23.2,0.61,8.55,-6.72,4.28,6.71,32.97,30.53,32.36,32.36,15.27,7.94,4.89,15.27,15.27,12.21,10.38,31.14,17.71,-3.05,15.88,4.88,12.83,16.49,9.77,25.04,20.77,21.98,9.77,12.82,22.59,12.21,30.531,10.39,40.91,14.05,24.43,24.42,14.05,14.05,22.6,10.38,8.55,6.71,22.6,24.42,22.591,21.98,24.42,24.42,14.66,18.32,25.04,14.66,14.66,-9.16,8.55,27.48,27.48,27.48,41.52,44.57,45.18,41.52,41.52,41.52,47.63,50.69,41.52,41.52,36.63,35.42,32.36,31.15,34.19,40.3,47.64,43.96,42.14,40.3,31.14,39.69,50.07,59.24,62.28,40.91,72.06,70.83,62.9,40.91,10.38,12.22,12.82,9.77,12.82,20.76,19.54,17.7,20.76,20.76,33.59,34.81,36.03,33.59,33.59,44.57,35.42,31.75,44.57,44.57,31.14,32.36,33.58,33.58,32.37,39.691,44.58,32.37,32.37,27.48,27.48,26.26,23.2,27.48,30.54,30.53,28.7,28.71,28.7,30.53,21.37,20.15,20.15,30.53,40.31,37.86,37.86,40.31,40.31,41.53,46.41,42.13,41.53,41.53,32.36,32.97,30.53,32.36,32.36,15.27,7.94,4.89,15.27,15.27,21.37,15.262,14.66,21.37,21.37,43.97,52.52,49.46,46.41,43.97,30.53,31.14,26.26,24.43,30.53,37.25,26.87,25.03,27.48,19.54,25.651,31.14,31.15,36.03,6.11,-0.611,28.7,25.04,13.44,5.5,41.53,8.55,12.21,25.65,10.38,-10.38,-6.11,-6.11,1.22,18.321,3.06,9.77,15.27,6.71,22.6,24.42,22.591,21.98,24.42,24.42,14.66,-4.27,-1.83,-4.88,10.379
